college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 3,8.33,1,1,2,1,3,1,2,2,56.6,Software Engineer,14.45,1,6,2.7376090033437546
Tier 2,5.64,1,4,0,2,2,2,1,0,43.3,Junior Developer,5.95,2,4,1.9387416595767009
Tier 2,6.1,2,3,2,3,2,2,1,2,43.8,Backend Developer,9.5,2,0,2.3513752571634776
Tier 1,8.61,1,2,0,4,1,0,4,2,59.4,DevOps Engineer,10.28,3,3,2.423031246069913
Tier 2,7.1,1,3,0,1,2,2,0,0,52.1,ML Engineer,16.3,2,5,2.8507065015037334
Tier 2,8.1,0,3,0,1,1,1,2,2,60.4,DevOps Engineer,19.79,2,3,3.0344721018699214
Tier 3,7.81,1,3,0,0,7,1,2,1,49.9,Data Scientist,16.02,1,2,2.834389123145228
Tier 2,4.65,1,1,1,1,2,0,1,0,27.2,Junior Developer,3.8,2,4,1.5686159179138452
Tier 2,7.02,0,3,1,1,3,1,0,1,54.5,Data Scientist,14.88,2,2,2.7650604558189897
Tier 1,6.04,1,1,1,1,3,1,3,1,53.4,Software Engineer,10.31,3,6,2.425687290128029
Tier 3,6.19,3,2,2,2,2,2,2,1,51.1,Software Engineer,9.86,1,6,2.3850863145057892
Tier 2,5.57,1,2,1,0,3,1,0,1,40.0,Web Developer,5.97,2,7,1.9416152247724325
Tier 2,6.27,0,3,2,1,2,1,0,1,49.0,Web Developer,9.85,2,7,2.3841650799864684
Tier 3,5.95,1,2,0,1,4,1,0,0,42.3,Web Developer,6.13,1,7,1.9643112344262046
Tier 2,7.55,2,1,1,0,2,1,2,0,56.0,Software Engineer,15.97,2,6,2.831447079246135
Tier 2,6.49,1,0,1,1,1,0,1,0,53.1,Software Engineer,7.71,2,6,2.1644717908644115
Tier 1,7.12,1,2,0,2,2,2,1,1,65.9,Data Scientist,16.4,3,2,2.856470206220483
Tier 3,7.87,0,2,0,0,3,1,1,2,65.7,Data Scientist,14.25,1,2,2.7245795030534206
Tier 2,5.64,1,0,2,1,1,0,1,0,41.1,Web Developer,4.95,2,7,1.7833912195575383
Tier 1,5.02,2,3,0,2,0,1,1,1,40.1,Junior Developer,4.23,3,4,1.6544112780768316
Tier 1,6.21,2,1,1,3,1,0,1,1,40.9,Data Analyst,8.05,3,1,2.2027647577118348
Tier 2,7.28,2,2,1,4,2,1,0,0,55.5,Data Scientist,15.93,2,2,2.829087196145044
Tier 3,7.52,2,0,1,2,2,1,2,1,61.6,Backend Developer,14.83,1,0,2.761906873892921
Tier 2,6.3,0,1,1,2,3,3,1,1,60.0,Software Engineer,9.87,2,6,2.386006701133118
Tier 1,5.49,2,0,0,1,1,1,1,2,42.2,Junior Developer,4.59,3,4,1.7209792871670078
Tier 2,6.85,1,2,1,2,5,0,1,2,55.0,Web Developer,8.37,2,7,2.2375130962503307
Tier 1,7.18,0,3,1,0,2,2,2,1,53.5,ML Engineer,15.65,3,5,2.8124102164264526
Tier 1,6.92,1,1,0,1,2,1,0,1,44.8,Data Analyst,9.48,3,1,2.349468678892896
Tier 3,7.81,0,2,1,1,5,0,0,1,45.0,Web Developer,5.96,1,7,1.9401794743463283
Tier 3,7.19,0,3,0,1,1,0,3,1,46.2,Backend Developer,9.88,1,0,2.3869262414277967
Tier 3,7.32,1,1,2,0,2,0,3,2,47.8,Software Engineer,8.5,1,6,2.2512917986064953
Tier 2,6.21,2,1,2,1,2,1,0,1,51.4,Software Engineer,10.54,2,6,2.4458192610799534
Tier 1,6.44,0,3,2,1,1,2,1,2,55.1,Web Developer,10.05,3,7,2.402430427963762
Tier 2,6.58,0,3,3,1,3,0,1,1,54.2,Backend Developer,8.06,2,0,2.203869120054888
Tier 3,7.74,5,0,0,0,1,1,0,1,64.3,Software Engineer,14.47,1,6,2.738902664584975
Tier 2,6.32,4,2,2,1,3,1,0,0,51.4,Software Engineer,10.25,2,6,2.4203681286504293
Tier 3,7.58,0,2,0,2,2,2,1,2,67.6,Data Scientist,16.72,1,2,2.8746939451769347
Tier 2,5.94,0,1,0,0,1,1,0,1,44.2,Web Developer,6.41,2,7,2.0028304393079956
Tier 2,8.14,0,1,0,0,2,1,1,1,57.8,Data Analyst,13.56,2,1,2.67827804276854
Tier 3,8.18,1,3,0,2,2,0,1,3,56.6,Backend Developer,10.67,1,0,2.4570214462984645
Tier 2,8.0,1,2,0,2,3,2,1,1,67.0,Data Scientist,23.9,2,2,3.214867803470662
Tier 2,6.56,1,3,4,0,4,0,0,1,40.7,Software Engineer,6.17,2,6,1.969905654611529
Tier 3,5.2,3,6,0,0,4,3,0,1,48.1,Junior Developer,5.1,1,4,1.8082887711792655
Tier 3,5.83,0,3,1,2,1,0,1,3,34.1,Web Developer,5.09,1,7,1.8066480817218056
Tier 2,6.29,0,3,1,2,3,0,1,1,44.0,Backend Developer,7.96,2,0,2.192770226986839
Tier 1,6.7,1,4,0,1,2,0,1,2,41.7,Web Developer,8.32,3,7,2.2321626286975
Tier 1,7.09,1,3,1,2,3,2,2,1,54.7,Data Scientist,15.97,3,2,2.831447079246135
Tier 2,8.14,1,3,0,3,0,1,3,2,56.8,Data Scientist,23.44,2,2,3.1962211343033946
Tier 3,7.79,0,0,0,0,1,2,0,0,61.3,ML Engineer,12.7,1,5,2.617395832834079
Tier 1,6.82,1,2,2,0,1,0,1,0,39.1,Software Engineer,8.35,3,6,2.2353763433005955
Tier 1,7.58,0,1,0,0,1,1,0,0,60.9,Data Scientist,15.62,3,2,2.810606789427302
Tier 3,7.3,2,0,0,4,2,0,1,0,53.7,DevOps Engineer,8.1,1,3,2.2082744135228043
Tier 3,5.19,1,3,2,0,2,0,0,1,39.9,Junior Developer,3.76,1,4,1.5602476682433286
Tier 2,7.49,0,2,1,3,6,1,0,1,60.5,Data Scientist,16.42,2,2,2.857618971424357
Tier 2,6.71,0,2,0,2,0,1,1,2,58.0,DevOps Engineer,9.45,2,3,2.34660197841082
Tier 2,6.68,1,1,3,1,1,1,1,2,65.4,Web Developer,10.55,2,7,2.446685436967803
Tier 2,7.06,0,1,1,1,4,0,1,3,50.2,Data Analyst,10.06,2,1,2.403334996094189
Tier 2,6.5,2,1,1,1,3,0,1,1,40.2,Web Developer,8.41,2,7,2.2417729535972883
Tier 2,7.01,0,0,1,2,3,1,0,0,51.9,Data Scientist,12.56,2,2,2.6071242825122494
Tier 2,5.0,1,1,0,0,3,1,1,0,43.2,Junior Developer,4.62,2,4,1.7263316639055997
Tier 3,7.9,4,1,1,1,4,0,3,1,55.4,Software Engineer,9.65,1,6,2.365559892155434
Tier 1,6.2,0,0,1,1,1,1,0,1,47.4,Web Developer,10.07,3,7,2.4042387467205457
Tier 3,7.04,3,4,0,2,2,1,1,1,51.1,Software Engineer,16.84,1,6,2.8814431271518632
Tier 2,8.18,0,2,0,1,3,2,2,1,68.2,ML Engineer,23.48,2,5,3.1978564576441255
Tier 2,6.62,1,0,1,1,0,3,1,1,57.6,ML Engineer,10.35,2,5,2.4292177439274116
Tier 2,6.16,0,1,3,0,1,1,0,2,54.0,Data Analyst,8.07,2,1,2.2049722641270453
Tier 3,5.79,0,2,0,3,1,0,0,1,41.3,Web Developer,4.54,1,7,1.7119945007591924
Tier 2,7.34,0,0,1,3,2,2,0,3,50.1,Data Scientist,16.15,2,2,2.8419981736119486
Tier 1,10.0,0,2,0,1,2,2,1,1,78.9,ML Engineer,30.84,3,5,3.460723360976182
Tier 1,5.52,1,1,1,1,2,0,0,3,26.7,Web Developer,4.75,3,7,1.749199854809259
Tier 2,8.82,0,3,1,1,1,3,0,2,77.4,ML Engineer,24.03,2,5,3.2200751054436827
Tier 1,10.0,1,2,0,3,2,1,0,1,73.3,Data Scientist,24.1,3,2,3.2228678461377385
Tier 2,7.42,2,0,0,2,1,1,3,1,56.9,DevOps Engineer,15.9,2,3,2.8273136219290276
Tier 1,6.86,2,0,0,4,0,1,2,1,55.0,Software Engineer,9.67,3,6,2.367436065313662
Tier 2,4.88,1,1,0,3,2,1,0,2,35.8,Junior Developer,5.06,2,4,1.801709800081223
Tier 1,6.43,3,0,0,0,0,1,3,1,40.6,Software Engineer,9.69,3,6,2.3693087250369538
Tier 3,7.68,1,2,1,1,0,0,1,0,64.6,Software Engineer,8.19,1,6,2.2181159363675955
Tier 3,6.44,0,2,3,0,3,0,4,0,51.5,Software Engineer,7.23,1,6,2.1077860146889784
Tier 3,8.21,2,3,1,0,1,1,2,1,65.6,Software Engineer,16.16,1,6,2.8425810940598164
Tier 3,7.0,2,2,2,2,2,0,3,1,46.4,DevOps Engineer,10.01,1,3,2.3988039507345884
Tier 1,7.05,1,6,0,0,4,1,2,2,43.6,Data Scientist,15.97,3,2,2.831447079246135
Tier 1,5.62,1,1,2,0,1,0,1,1,39.5,Web Developer,4.64,3,7,1.7298840655099674
Tier 3,8.46,3,3,1,0,3,1,2,2,63.7,Software Engineer,17.39,1,6,2.91180703861623
Tier 2,5.99,0,5,2,2,3,0,1,0,46.2,Web Developer,4.84,2,7,1.7647307968401356
Tier 1,7.7,1,3,0,1,1,1,1,1,52.8,Web Developer,14.78,3,7,2.7587433154177283
Tier 3,6.63,2,0,0,1,0,1,2,2,56.7,Web Developer,10.22,1,7,2.4176979000945504
Tier 3,6.86,2,5,2,0,3,2,1,1,45.9,Data Scientist,9.71,1,2,2.3711778844596574
Tier 3,7.39,1,2,0,1,1,1,4,0,59.3,Software Engineer,15.79,1,6,2.8207834710894493
Tier 2,6.92,1,3,1,1,2,1,2,1,53.4,Data Analyst,9.63,2,1,2.363680192353857
Tier 2,7.3,0,2,0,3,2,1,3,1,45.4,Software Engineer,16.18,2,6,2.8437459165561094
Tier 2,4.86,0,2,0,1,2,1,1,0,36.9,Junior Developer,4.3,2,4,1.667706820558076
Tier 3,6.04,1,2,2,1,5,0,0,1,44.6,Software Engineer,5.8,1,6,1.916922612182061
Tier 3,5.46,0,1,1,1,3,1,2,0,43.8,Junior Developer,4.34,1,4,1.6752256529721035
Tier 2,6.89,1,4,2,3,2,0,3,0,44.5,Software Engineer,7.69,2,6,2.162172939277301
Tier 2,7.86,2,0,0,1,1,2,1,1,64.7,ML Engineer,15.68,2,5,2.8142103969306005
Tier 3,8.88,4,4,0,0,4,0,1,0,54.7,Data Scientist,10.2,1,2,2.4159137783010487
Tier 1,4.6,1,2,0,2,2,1,0,0,44.0,Junior Developer,5.16,3,4,1.8180767775454285
Tier 2,7.25,0,3,1,1,2,1,3,1,48.2,DevOps Engineer,16.14,2,3,2.8414149131696336
Tier 1,7.87,5,1,0,0,2,2,2,1,62.4,ML Engineer,15.99,3,5,2.8326249356838407
Tier 1,6.46,1,1,0,1,2,1,0,1,50.6,Web Developer,9.98,3,7,2.3960754360813845
Tier 2,7.79,1,4,0,0,2,1,2,2,55.8,Data Scientist,16.21,2,2,2.845490610223448
Tier 2,7.99,0,3,0,3,3,0,1,1,53.8,Data Analyst,10.64,2,1,2.454447442303292
Tier 1,5.79,2,3,2,2,5,0,1,2,43.9,Junior Developer,4.28,3,4,1.6639260977181702
Tier 3,7.85,1,0,1,1,2,0,2,1,55.5,Software Engineer,8.65,1,6,2.2669579153508947
Tier 3,8.5,1,1,1,0,1,1,2,2,61.2,Backend Developer,13.87,1,0,2.6993457604720636
Tier 2,7.67,1,0,0,3,4,1,3,1,55.6,Data Scientist,15.85,2,2,2.8243506567983707
Tier 3,7.38,2,0,2,2,3,1,2,2,54.7,Data Scientist,13.45,1,2,2.670694414558441
Tier 3,5.61,0,2,0,3,1,0,2,0,37.7,Junior Developer,4.65,1,4,1.7316555451583497
Tier 1,7.19,1,1,1,1,1,0,2,3,47.1,Software Engineer,10.64,3,6,2.454447442303292
Tier 2,6.78,2,2,1,0,0,0,1,2,55.1,Junior Developer,8.47,2,4,2.248128907197987
Tier 3,8.06,3,2,0,0,2,1,0,0,55.7,Software Engineer,14.1,1,6,2.714694743820879
Tier 2,5.72,2,2,0,3,1,0,0,1,29.6,Web Developer,4.34,2,7,1.6752256529721035
Tier 3,7.43,2,1,0,2,3,1,1,0,56.2,Software Engineer,13.29,1,6,2.659559991941776
Tier 3,5.67,1,5,0,1,4,1,2,1,30.9,Web Developer,5.44,1,7,1.8625285401162623
Tier 2,10.0,0,4,0,3,1,1,1,1,70.7,Software Engineer,21.76,2,6,3.1250046092581303
Tier 3,4.83,1,0,1,3,1,1,0,1,49.4,Junior Developer,4.74,1,4,1.747459210331475
Tier 1,7.99,0,3,1,1,1,1,2,1,64.6,DevOps Engineer,15.91,3,3,2.827905162910489
Tier 3,6.65,1,1,0,1,1,2,1,1,54.6,Data Scientist,10.04,1,2,2.401525040848949
Tier 1,6.49,0,0,2,1,1,1,2,0,46.1,Software Engineer,9.71,3,6,2.3711778844596574
Tier 3,7.5,2,1,0,2,3,1,2,1,60.1,Backend Developer,15.79,1,0,2.8207834710894493
Tier 2,7.59,0,3,1,1,2,0,4,1,50.4,DevOps Engineer,10.34,2,3,2.428336298299606
Tier 1,7.92,0,2,1,0,3,0,3,2,50.1,DevOps Engineer,10.65,3,3,2.4553061800117097
Tier 2,6.55,1,3,0,2,2,0,1,1,40.1,Data Analyst,9.02,2,1,2.3045830956567186
Tier 2,6.63,1,2,2,2,3,0,1,0,47.9,Software Engineer,8.48,2,6,2.2491843162669305
Tier 2,6.95,1,2,1,1,2,0,0,2,39.9,Web Developer,6.2,2,7,1.9740810260220096
Tier 2,6.81,1,3,1,3,2,0,0,1,62.4,Software Engineer,6.1,2,6,1.9600947840472698
Tier 1,6.33,1,4,1,1,2,2,1,1,59.2,Web Developer,10.13,3,7,2.4096441652874536
Tier 3,6.98,2,3,2,0,2,1,2,2,49.1,DevOps Engineer,9.89,1,3,2.387844936944869
Tier 2,7.27,0,2,1,1,1,0,1,2,50.7,Software Engineer,10.48,2,6,2.4406063908914204
Tier 3,6.49,0,1,2,0,1,1,4,0,51.8,Software Engineer,9.65,1,6,2.365559892155434
Tier 2,8.16,2,2,1,1,2,1,1,1,72.8,DevOps Engineer,19.51,2,3,3.0209125720842893
Tier 2,6.61,2,2,0,1,6,0,0,1,54.4,Web Developer,6.31,2,7,1.9892432737616872
Tier 3,5.53,0,1,0,5,1,0,1,3,40.3,Web Developer,4.59,1,7,1.7209792871670078
Tier 1,8.68,2,1,0,5,1,2,2,1,64.5,Data Scientist,24.31,3,2,3.2311995745570328
Tier 2,5.77,1,4,0,0,2,1,1,2,35.2,Web Developer,5.96,2,7,1.9401794743463283
Tier 3,6.21,1,2,2,0,2,1,2,0,45.4,Software Engineer,9.81,1,6,2.3804716316511167
Tier 2,4.42,3,0,2,0,1,2,1,0,35.1,Junior Developer,4.27,2,4,1.6620303625532709
Tier 3,6.51,0,3,1,1,2,2,1,2,49.5,ML Engineer,9.79,1,5,2.378619779270043
Tier 2,6.76,1,5,1,4,3,0,0,1,44.4,DevOps Engineer,6.35,2,3,1.9947003132247452
Tier 3,7.75,0,0,2,0,2,3,1,1,71.3,Data Scientist,15.17,1,2,2.783157673589016
Tier 3,7.72,1,3,0,2,1,0,0,1,54.2,Web Developer,6.87,1,7,2.063058062429312
Tier 1,7.92,2,1,0,0,1,1,0,0,64.1,Data Scientist,15.6,3,2,2.8094026953624978
Tier 3,7.98,1,0,0,0,3,0,1,0,45.8,DevOps Engineer,7.67,1,3,2.1598687907924505
Tier 2,7.75,0,4,0,1,2,1,1,1,56.0,Data Scientist,15.92,2,2,2.8284963541780774
Tier 3,7.51,2,1,0,1,3,2,0,3,50.7,ML Engineer,15.91,1,5,2.827905162910489
Tier 2,9.32,0,2,0,1,1,0,2,0,61.2,DevOps Engineer,10.9,2,3,2.4765384001174837
Tier 3,7.85,0,4,0,1,2,0,0,1,59.7,Data Analyst,7.06,1,1,2.0869135565185366
Tier 1,6.64,3,4,0,2,4,2,1,2,59.5,Data Scientist,10.2,3,2,2.4159137783010487
Tier 3,4.7,0,2,0,3,3,0,2,0,30.0,Junior Developer,3.69,1,4,1.5454325824581878
Tier 3,7.83,1,6,1,2,0,1,1,2,56.9,DevOps Engineer,14.52,1,3,2.7421295147550726
Tier 2,8.49,1,1,2,1,2,1,0,2,61.7,Web Developer,15.82,2,7,2.822568654544802
Tier 2,6.38,1,2,0,1,1,1,1,0,47.3,Software Engineer,9.79,2,6,2.378619779270043
Tier 3,6.92,1,2,1,1,2,1,2,1,47.3,Web Developer,9.55,1,7,2.3561258599220753
Tier 2,7.54,2,4,0,2,1,0,0,1,50.2,Web Developer,6.3,2,7,1.9878743481543455
Tier 2,6.05,2,4,1,1,2,2,0,3,52.0,Web Developer,10.32,2,7,2.4265710727750367
Tier 2,5.02,0,1,1,0,3,0,0,1,40.4,Junior Developer,3.69,2,4,1.5454325824581878
Tier 3,7.83,1,1,0,2,2,1,2,1,58.1,Data Scientist,15.17,1,2,2.783157673589016
Tier 3,7.18,0,0,0,1,3,0,3,2,55.2,DevOps Engineer,9.03,1,3,2.305580601973844
Tier 3,6.48,0,1,0,1,1,2,2,1,56.2,Software Engineer,10.19,1,6,2.4150205223238337
Tier 1,7.58,1,2,0,0,1,1,1,0,55.8,Data Scientist,16.35,3,2,2.8535925063928684
Tier 2,8.01,0,2,0,1,2,0,0,1,62.0,Data Analyst,6.49,2,1,2.0135687975291283
Tier 2,8.01,2,1,1,1,0,2,0,3,62.3,Data Scientist,21.46,2,2,3.111735949310297
Tier 2,6.23,0,2,1,1,2,1,2,0,51.8,Software Engineer,10.08,2,6,2.405141681319138
Tier 2,8.14,2,2,0,4,0,0,0,1,56.5,Web Developer,6.59,2,7,2.0268315914075385
Tier 2,7.36,1,1,0,1,2,0,1,0,48.9,Software Engineer,10.23,2,6,2.418588768750352
Tier 1,6.46,1,3,2,3,2,3,1,1,59.9,Data Analyst,9.56,3,1,2.3570732782781154
Tier 2,5.76,1,1,2,1,4,1,2,1,32.9,Junior Developer,6.38,2,4,1.998773638612381
Tier 2,7.01,0,1,0,1,2,0,2,0,51.2,DevOps Engineer,10.2,2,3,2.4159137783010487
Tier 1,7.27,1,0,1,0,0,1,2,2,55.2,DevOps Engineer,16.24,3,3,2.847232265235547
Tier 3,7.2,1,1,0,3,2,3,0,1,68.1,ML Engineer,15.75,1,5,2.8183982582710754
Tier 2,7.48,1,4,1,0,0,0,1,3,53.5,Data Analyst,10.08,2,1,2.405141681319138
Tier 1,8.77,2,1,0,3,3,1,3,1,61.6,Data Scientist,24.24,3,2,3.228430037673012
Tier 1,6.7,1,1,0,0,4,1,0,0,53.9,Software Engineer,10.19,3,6,2.4150205223238337
Tier 2,6.03,1,1,2,5,1,0,1,1,46.7,Software Engineer,7.56,2,6,2.1471001901536506
Tier 2,10.0,0,2,1,1,1,1,0,0,80.0,Data Scientist,22.93,2,2,3.175132901920282
Tier 1,6.5,2,0,0,0,5,2,1,2,54.5,ML Engineer,9.33,3,5,2.3350522831315472
Tier 1,10.0,2,3,1,1,2,0,1,0,69.9,Software Engineer,10.71,3,6,2.460443177609626
Tier 1,8.05,1,2,1,3,0,0,1,0,55.0,Data Scientist,10.43,3,2,2.4362414778067194
Tier 2,6.35,0,2,3,2,0,1,4,0,54.9,Backend Developer,9.97,2,0,2.395164274287139
Tier 1,6.22,0,0,1,0,1,1,1,1,44.7,Data Analyst,9.43,3,1,2.344686269012681
Tier 2,8.29,2,2,0,4,2,0,2,0,65.8,Backend Developer,10.94,2,0,2.479894107964456
Tier 2,6.52,2,3,3,2,3,2,1,1,55.3,ML Engineer,9.99,2,5,2.39698576841553
Tier 3,6.36,1,1,1,3,4,3,0,2,55.2,Software Engineer,10.29,1,6,2.4239173781615704
Tier 2,4.61,1,3,1,2,3,0,1,1,27.2,Junior Developer,3.65,2,4,1.536867219599265
Tier 3,8.33,0,3,0,0,1,1,1,4,56.0,Web Developer,14.95,1,7,2.7694588292308535
Tier 2,6.33,2,3,0,2,1,0,0,1,41.3,Software Engineer,6.47,2,6,2.010894999144726
Tier 1,8.02,0,2,1,0,0,0,1,0,51.4,Data Scientist,10.86,3,2,2.4731713935695794
Tier 2,5.37,1,1,2,0,1,1,0,0,39.4,Junior Developer,4.44,2,4,1.6937790608678513
Tier 3,4.73,1,1,2,3,0,0,0,2,32.2,Junior Developer,3.75,1,4,1.55814461804655
Tier 1,7.57,1,3,0,1,4,0,5,0,51.2,Backend Developer,10.25,3,0,2.4203681286504293
Tier 3,6.81,2,2,2,1,0,0,1,3,47.9,Web Developer,7.36,1,7,2.1234584270966104
Tier 3,6.2,1,1,0,1,5,1,2,0,51.3,Software Engineer,10.6,1,6,2.451005098112319
Tier 2,7.31,0,3,0,1,0,1,0,0,62.4,Data Scientist,15.23,2,2,2.7868613815264998
Tier 2,6.49,0,2,1,0,5,0,1,0,42.6,Software Engineer,7.88,2,6,2.1838015570040787
Tier 2,6.25,0,1,0,0,0,1,1,2,51.2,Software Engineer,10.17,2,6,2.413231613081109
Tier 3,9.15,0,2,1,2,0,1,1,0,59.5,Data Scientist,16.32,1,2,2.851861903134289
Tier 3,6.74,0,2,2,3,0,1,1,1,52.5,Software Engineer,9.97,1,6,2.395164274287139
Tier 2,6.95,1,2,3,3,2,0,5,0,49.1,Software Engineer,7.42,2,6,2.130609828254235
Tier 2,7.26,1,2,1,2,3,0,1,0,51.5,DevOps Engineer,10.72,2,3,2.4612967841488667
Tier 1,7.38,0,2,0,1,2,1,2,2,56.6,Web Developer,14.96,3,7,2.7700855920216627
Tier 2,8.44,1,4,0,0,1,2,1,1,71.6,Data Scientist,23.9,2,2,3.214867803470662
Tier 3,5.48,1,2,1,1,4,1,0,0,52.7,Junior Developer,4.47,1,4,1.6992786164338898
Tier 1,6.35,1,4,1,1,0,0,0,1,37.9,Web Developer,6.55,3,7,2.0215475632609334
Tier 3,7.71,2,2,1,0,1,0,1,0,55.5,Data Scientist,8.6,1,2,2.2617630984737906
Tier 2,7.38,2,9,0,0,2,0,1,0,66.1,Software Engineer,11.2,2,6,2.501435951739211
Tier 2,5.93,3,2,0,3,2,1,1,0,35.4,Web Developer,5.39,2,7,1.8547342683894434
Tier 2,9.6,3,1,0,2,3,0,1,3,70.3,Web Developer,10.89,2,7,2.4756977107026903
Tier 2,5.75,0,4,1,2,4,1,0,0,44.6,Web Developer,5.76,2,7,1.9110228900548727
Tier 1,7.52,2,2,0,2,2,1,1,0,55.5,Data Scientist,16.04,3,2,2.8355635214011694
Tier 3,6.64,1,2,2,0,2,0,1,0,48.8,Software Engineer,6.15,1,6,1.9671123567059163
Tier 2,7.23,1,2,0,0,1,1,0,0,44.2,Data Scientist,14.92,2,2,2.767576180416237
Tier 2,6.18,0,0,0,2,1,0,1,2,44.7,Web Developer,7.7,2,7,2.163323025660538
Tier 3,8.71,0,1,0,0,2,1,2,1,63.0,Data Scientist,15.76,1,2,2.818995095053937
Tier 1,8.21,1,3,0,2,3,1,1,3,59.6,Data Scientist,23.95,3,2,3.2168738221975275
Tier 1,5.97,1,3,0,1,2,0,1,1,33.4,Junior Developer,5.18,3,4,1.8213182714695995
Tier 2,7.25,2,4,0,6,3,2,2,1,59.9,Data Scientist,16.18,2,2,2.8437459165561094
Tier 2,8.21,1,3,0,1,1,1,0,0,58.2,Software Engineer,18.82,2,6,2.986691528901842
Tier 2,7.08,1,1,0,2,1,0,1,0,50.5,DevOps Engineer,10.61,2,3,2.4518667957098
Tier 3,5.9,0,2,2,0,2,1,0,0,51.5,Web Developer,6.05,1,7,1.9530276168241774
Tier 2,6.38,1,0,0,4,2,0,2,2,43.2,Web Developer,7.68,2,7,2.1610215286722587
Tier 1,6.78,1,3,1,2,1,0,3,0,44.0,Software Engineer,7.95,3,6,2.191653532286764
Tier 3,7.43,1,2,1,1,3,0,1,0,51.7,Data Scientist,7.98,1,2,2.194999882314108
Tier 2,6.34,1,1,2,1,2,1,0,0,48.8,Software Engineer,9.74,2,6,2.3739750890807185
Tier 1,7.13,2,0,0,1,1,1,2,1,58.5,Data Scientist,15.87,3,2,2.825536896557877
Tier 3,7.77,2,5,0,0,0,1,1,1,64.5,Backend Developer,15.38,1,0,2.7960610784249234
Tier 3,6.37,1,3,1,0,3,2,0,2,54.2,Software Engineer,9.77,1,6,2.3767644911682972
Tier 3,5.69,2,1,1,0,2,1,2,1,51.0,Web Developer,5.97,1,7,1.9416152247724325
Tier 1,6.65,2,4,1,1,2,1,0,1,49.0,Web Developer,10.22,3,7,2.4176979000945504
Tier 3,6.98,1,3,0,1,1,0,0,1,48.5,Web Developer,5.89,1,7,1.9300710850255671
Tier 2,5.07,1,1,2,1,1,1,1,2,38.8,Junior Developer,4.63,2,4,1.728109442151599
Tier 2,6.78,1,3,0,1,4,0,0,2,50.2,Data Analyst,6.23,2,1,1.9782390361706734
Tier 1,7.36,2,1,0,2,1,0,1,1,45.5,Data Scientist,10.96,3,2,2.481567748522486
Tier 3,7.08,0,1,1,2,0,1,1,3,58.9,Backend Developer,11.4,1,0,2.517696472610991
Tier 1,7.38,0,4,3,1,2,0,1,2,44.7,Junior Developer,8.66,3,4,2.2679936482244267
Tier 2,7.64,0,2,0,3,1,1,0,1,58.8,Data Scientist,15.85,2,2,2.8243506567983707
Tier 2,5.66,0,2,0,1,1,0,0,1,36.1,Web Developer,4.67,2,7,1.7351891177396608
Tier 2,7.6,1,3,0,2,1,1,0,0,45.7,Data Scientist,15.99,2,2,2.8326249356838407
Tier 1,6.21,2,2,0,1,3,1,0,1,42.7,Software Engineer,9.9,3,6,2.388762789235098
Tier 2,7.82,0,1,0,5,1,0,2,2,48.4,Backend Developer,10.05,2,0,2.402430427963762
Tier 2,4.79,0,1,1,0,2,3,0,1,51.4,Junior Developer,4.22,2,4,1.6524974018945473
Tier 1,7.41,0,1,1,0,4,1,2,0,62.1,Software Engineer,15.96,3,6,2.830857630363757
Tier 3,9.17,0,2,1,0,2,0,0,1,75.7,Data Scientist,6.56,1,2,2.0228711901914416
Tier 3,5.09,1,1,0,1,2,2,0,1,40.0,Junior Developer,4.7,1,4,1.7404661748405046
Tier 2,8.31,0,2,1,2,1,0,2,1,59.2,Backend Developer,10.46,2,0,2.4388627112865935
Tier 1,5.85,0,3,0,0,3,0,1,0,41.3,Web Developer,4.45,3,7,1.6956156086751528
Tier 1,6.21,2,1,0,2,3,0,1,0,45.0,Software Engineer,8.38,3,6,2.238579763018133
Tier 2,7.31,1,3,0,2,2,0,0,2,47.6,Data Analyst,6.68,2,1,2.038619547159581
Tier 2,7.65,3,0,1,1,1,2,1,1,58.9,ML Engineer,15.75,2,5,2.8183982582710754
Tier 2,6.97,3,2,2,1,4,0,0,2,46.8,Data Analyst,6.34,2,1,1.9933388426264242
Tier 3,6.6,2,1,0,1,4,1,0,0,52.5,Software Engineer,9.77,1,6,2.3767644911682972
Tier 2,8.09,1,6,0,3,0,0,1,1,63.5,Data Analyst,10.15,2,1,2.411439497906128
Tier 1,4.86,2,4,2,1,3,0,1,0,32.0,Junior Developer,3.54,3,4,1.5129270120532565
Tier 2,6.39,1,1,0,1,1,1,1,1,47.4,Web Developer,10.26,2,7,2.421256622711544
Tier 3,7.36,1,1,0,0,0,1,0,0,58.1,Software Engineer,9.86,1,6,2.3850863145057892
Tier 3,8.44,3,2,0,4,3,1,2,1,53.6,Software Engineer,18.64,1,6,2.97756830292632
Tier 2,6.85,2,2,1,0,3,1,1,2,53.2,Software Engineer,10.13,2,6,2.4096441652874536
Tier 2,6.97,0,2,0,2,1,2,2,1,47.9,Data Scientist,10.17,2,2,2.413231613081109
Tier 1,5.55,1,0,1,2,5,1,2,0,34.9,Web Developer,5.72,3,7,1.9050881545350582
Tier 2,7.16,1,1,0,2,3,1,2,1,56.5,Backend Developer,16.31,2,0,2.851284369188118
