college_tier,cgpa,internships,projects,backlogs,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 1,8.32,1,1,0,"HTML/CSS, Deep Learning, React",1,1,1,56.4,Web Developer,15.68
Tier 2,7.0,0,2,1,"Docker, JavaScript, Machine Learning, Django, React",1,3,1,47.8,Web Developer,15.14
Tier 2,5.16,1,1,2,"Linux, Django, JavaScript, Machine Learning",1,1,2,33.8,Junior Developer,4.37
Tier 1,7.73,0,5,1,"Machine Learning, HTML/CSS, Excel",1,0,2,60.6,Data Scientist,15.78
Tier 3,5.04,0,1,1,"DSA, Machine Learning",2,0,0,32.9,Junior Developer,4.44
Tier 3,6.42,0,1,0,"Git, Node.js, React, TensorFlow, Python",1,3,1,43.5,Software Engineer,10.84
Tier 3,6.42,0,3,1,React,0,1,0,33.9,Software Engineer,5.94
Tier 3,6.91,4,5,0,TensorFlow,1,0,0,48.8,Software Engineer,9.91
Tier 2,6.8,1,4,1,"Deep Learning, React, HTML/CSS, DSA, Python",2,2,1,57.3,ML Engineer,10.05
Tier 3,7.35,0,4,1,"Excel, Deep Learning",1,0,1,61.4,Data Scientist,12.18
Tier 2,8.56,2,2,0,"AWS, Docker, Node.js, PyTorch, Excel, SQL",1,3,2,60.3,Data Analyst,12.76
Tier 2,7.68,0,1,0,Git,0,0,1,50.3,Data Scientist,6.94
Tier 2,7.49,0,1,2,"Java, Node.js",0,2,0,56.3,Software Engineer,8.58
Tier 1,7.92,2,1,1,"Deep Learning, HTML/CSS, Git",1,0,2,66.6,Data Scientist,15.73
Tier 2,7.81,0,0,0,"Java, PyTorch, TensorFlow",2,1,0,56.8,Data Scientist,16.03
Tier 2,7.9,1,5,0,"DSA, SQL, Linux",1,0,2,63.2,Software Engineer,15.98
Tier 3,5.95,1,0,3,Git,0,0,1,37.0,Web Developer,2.92
Tier 2,4.89,0,3,1,"Node.js, React, Excel, SQL",0,2,2,40.3,Junior Developer,3.45
Tier 2,6.39,2,2,1,Java,0,1,0,49.1,Software Engineer,8.16
Tier 3,4.5,1,2,1,Docker,0,1,0,27.8,Junior Developer,3.61
Tier 2,8.41,1,1,0,"Docker, DSA, AWS, TensorFlow",2,2,0,58.5,Data Scientist,22.38
Tier 3,7.9,2,3,0,"Linux, TensorFlow, Node.js",1,1,1,62.5,Data Scientist,15.79
Tier 3,6.48,3,1,0,"React, Python, Machine Learning",1,2,0,42.0,Software Engineer,9.96
Tier 2,5.31,1,1,1,"JavaScript, PyTorch",1,0,1,48.8,Junior Developer,3.88
Tier 3,6.61,0,2,1,"React, Deep Learning, Git",1,1,1,53.9,Software Engineer,9.99
Tier 3,6.37,0,3,1,React,0,1,0,43.9,Software Engineer,6.29
Tier 2,7.49,3,3,1,"Deep Learning, React, Java, DSA",2,2,0,55.9,ML Engineer,16.37
Tier 3,8.89,2,2,0,"Excel, Deep Learning, HTML/CSS, Python",1,1,2,76.5,Data Scientist,21.45
Tier 3,6.91,1,0,1,JavaScript,0,0,1,49.6,Web Developer,5.7
Tier 2,8.1,2,3,0,"React, Docker, Django",0,3,0,55.4,Software Engineer,10.25
Tier 1,7.07,1,2,2,"PyTorch, Linux",1,0,1,55.7,DevOps Engineer,14.13
Tier 3,7.62,2,2,1,Machine Learning,1,0,0,53.8,Data Scientist,12.6
Tier 3,6.88,0,0,3,"JavaScript, Excel",0,0,2,49.2,Web Developer,3.58
Tier 3,6.92,1,3,1,Linux,0,0,1,45.7,DevOps Engineer,6.22
Tier 3,8.72,0,0,0,"Machine Learning, Excel, Git",1,0,2,66.5,Data Scientist,14.75
Tier 2,7.87,0,5,0,"Python, Machine Learning, Java",1,2,0,60.3,Data Scientist,15.97
Tier 1,7.82,0,2,1,"Machine Learning, Java, SQL",1,1,1,63.2,Backend Developer,16.07
Tier 3,6.25,1,4,0,"AWS, Java",0,2,0,39.0,Software Engineer,7.75
Tier 3,6.17,1,2,0,"Java, SQL",0,1,1,40.2,Backend Developer,6.98
Tier 2,6.97,3,2,2,"DSA, Java",1,1,0,54.1,Software Engineer,10.06
Tier 3,6.83,2,1,0,HTML/CSS,0,0,1,51.1,Web Developer,6.11
Tier 3,5.93,0,1,2,"Python, Machine Learning",1,1,0,49.0,Junior Developer,5.59
Tier 3,7.58,4,1,1,"Java, PyTorch",1,1,0,58.7,Software Engineer,15.08
Tier 2,7.32,1,1,1,"Machine Learning, SQL, Excel, HTML/CSS",1,0,3,50.6,Data Analyst,13.04
Tier 1,5.18,0,2,0,Machine Learning,1,0,0,43.0,Junior Developer,4.97
Tier 3,5.06,0,1,0,"Docker, AWS, Machine Learning, Django",1,3,0,27.5,Junior Developer,4.28
Tier 2,7.49,2,4,0,"Git, AWS",0,1,1,48.4,DevOps Engineer,10.17
Tier 1,6.4,1,3,0,Node.js,0,1,0,46.0,Software Engineer,8.01
Tier 2,6.66,1,3,0,"Machine Learning, Excel",1,0,1,48.0,Data Analyst,10.21
Tier 3,6.58,3,3,2,Linux,0,0,1,46.2,DevOps Engineer,6.17
Tier 3,8.57,2,1,0,"Django, AWS, Deep Learning, Excel",1,2,1,58.1,Data Scientist,20.37
Tier 3,7.71,0,2,1,Python,0,1,0,54.4,Data Scientist,7.75
Tier 2,7.96,0,1,0,Python,0,1,0,63.9,Data Scientist,9.94
Tier 2,8.42,2,1,1,"JavaScript, PyTorch",1,0,1,67.7,Web Developer,15.46
Tier 3,9.0,3,1,0,"Docker, Excel, Linux",0,1,2,62.1,DevOps Engineer,10.45
Tier 3,5.65,0,0,0,"AWS, React, TensorFlow",1,2,0,45.2,Web Developer,6.35
Tier 3,7.95,0,2,1,"Node.js, DSA, Git",1,1,1,58.2,Software Engineer,13.49
Tier 2,6.75,0,1,0,"Docker, SQL, Node.js, HTML/CSS",0,2,2,48.3,Backend Developer,7.96
Tier 3,6.84,3,4,1,"PyTorch, Deep Learning, AWS, Docker",2,2,0,52.0,ML Engineer,9.61
Tier 3,5.97,2,6,3,"Deep Learning, TensorFlow, Excel, Django",2,1,1,51.9,Web Developer,5.62
Tier 1,6.72,1,2,0,"SQL, PyTorch",1,0,1,50.1,Data Analyst,9.81
Tier 3,6.57,0,0,1,"PyTorch, DSA, Django, Java",2,2,0,58.7,ML Engineer,9.89
Tier 2,7.97,1,1,0,"Django, Excel, Python",0,2,1,55.1,Data Analyst,10.34
Tier 3,9.61,2,5,1,"Docker, Git, Java, HTML/CSS",0,2,2,68.8,Backend Developer,10.3
Tier 3,5.95,0,2,0,"Python, AWS",0,2,0,35.1,Junior Developer,5.18
Tier 2,6.61,1,2,1,"SQL, HTML/CSS, Git",0,0,3,48.2,Web Developer,6.09
Tier 3,6.29,0,1,1,Git,0,0,1,42.9,Software Engineer,4.57
Tier 1,9.08,0,5,1,"DSA, Machine Learning, SQL, PyTorch, AWS",3,1,1,83.7,Data Scientist,24.15
Tier 3,8.25,0,1,0,"Node.js, Linux, Django, DSA",1,2,1,58.7,Software Engineer,15.36
Tier 3,9.09,0,2,2,"Django, Java, DSA, HTML/CSS, Deep Learning",2,2,1,70.7,ML Engineer,21.56
Tier 2,5.98,0,3,3,"Django, TensorFlow",1,1,0,50.7,Web Developer,6.09
Tier 2,7.75,1,2,0,"Python, Node.js",0,2,0,57.9,Data Scientist,10.23
Tier 1,5.53,1,1,0,"SQL, Machine Learning, Java",1,1,1,44.7,Web Developer,5.65
Tier 3,8.76,1,3,1,"HTML/CSS, DSA, JavaScript, React, TensorFlow",2,1,2,69.0,ML Engineer,22.55
Tier 2,5.53,1,1,2,"Django, TensorFlow, JavaScript",1,1,1,30.3,Web Developer,6.1
Tier 3,9.21,1,2,0,"Linux, DSA, Git, HTML/CSS, SQL, Docker",1,1,4,70.5,DevOps Engineer,19.5
Tier 3,6.71,0,5,0,React,0,1,0,52.0,Software Engineer,8.08
Tier 3,6.38,0,2,1,"Django, React, JavaScript",0,2,1,50.7,Web Developer,7.06
Tier 3,6.56,1,1,0,JavaScript,0,0,1,49.8,Web Developer,6.15
Tier 3,8.02,1,2,1,"JavaScript, PyTorch, SQL, Excel",1,0,3,60.1,Data Analyst,12.98
Tier 3,7.94,1,5,2,TensorFlow,1,0,0,64.2,Data Scientist,13.27
Tier 2,6.54,1,0,0,React,0,1,0,45.4,Software Engineer,7.04
Tier 2,8.03,1,1,0,"SQL, Java, DSA, AWS, Python",1,3,1,46.4,Software Engineer,19.52
Tier 3,7.79,4,1,3,"AWS, Node.js, PyTorch",1,2,0,56.8,DevOps Engineer,14.6
Tier 2,8.56,2,2,0,"Excel, TensorFlow",1,0,1,63.5,Data Scientist,22.66
Tier 1,8.55,2,1,1,"DSA, Node.js, Git, Deep Learning, Linux",2,1,2,54.2,ML Engineer,24.0
Tier 3,6.45,0,1,2,"HTML/CSS, Linux, TensorFlow, JavaScript",1,0,3,43.8,Web Developer,8.62
Tier 1,7.97,2,1,2,Docker,0,1,0,59.3,DevOps Engineer,10.63
Tier 3,9.27,0,1,0,"Django, Deep Learning",1,1,0,68.9,Data Scientist,19.09
Tier 3,6.6,0,1,0,"Django, TensorFlow, PyTorch",2,1,0,51.6,ML Engineer,9.59
Tier 2,6.06,2,0,1,"DSA, TensorFlow",2,0,0,60.2,Software Engineer,10.35
Tier 2,9.2,2,1,0,"DSA, TensorFlow, Linux, Node.js, Docker, Excel",2,2,2,70.9,ML Engineer,28.34
Tier 2,7.26,1,1,0,"Git, JavaScript, DSA",1,0,2,55.0,Software Engineer,14.27
Tier 2,6.62,0,0,1,"Git, Java, Docker, PyTorch, JavaScript",1,2,2,46.7,Backend Developer,9.92
Tier 3,7.36,0,6,0,"Linux, PyTorch",1,0,1,55.3,DevOps Engineer,13.2
Tier 1,7.83,2,4,1,React,0,1,0,50.8,Software Engineer,10.26
Tier 2,7.42,2,1,1,Machine Learning,1,0,0,57.7,Data Scientist,14.01
Tier 2,9.78,2,1,0,"AWS, Java, Deep Learning, TensorFlow, Machine Learning, Python",3,3,0,77.0,ML Engineer,30.77
Tier 2,7.18,0,0,1,"Docker, HTML/CSS, Django",0,2,1,57.6,Web Developer,9.14
Tier 3,4.58,2,5,2,"TensorFlow, Machine Learning",2,0,0,38.9,Junior Developer,4.26
Tier 3,7.91,0,1,2,"Git, Excel, Python",0,1,2,60.3,Data Analyst,7.33
Tier 1,5.94,1,1,1,"Java, DSA, PyTorch, Machine Learning",3,1,0,51.2,Web Developer,6.31
Tier 1,8.06,1,3,1,"Django, Java, Python, Node.js, TensorFlow, Machine Learning",2,4,0,63.3,ML Engineer,23.64
Tier 2,6.4,0,4,0,"Linux, Java, AWS",0,2,1,47.8,Software Engineer,7.92
Tier 3,5.34,2,5,0,React,0,1,0,39.4,Junior Developer,3.64
Tier 3,6.04,0,1,1,"Docker, HTML/CSS, Excel, SQL",0,1,3,40.0,Data Analyst,5.79
Tier 2,7.98,1,0,1,"Python, Excel",0,1,1,54.0,Data Analyst,9.3
Tier 2,8.84,0,3,0,"Python, Git, HTML/CSS, Java, SQL, Excel",0,2,4,61.7,Data Analyst,10.25
Tier 1,6.64,4,1,0,Docker,0,1,0,50.7,DevOps Engineer,7.0
Tier 3,6.29,2,3,0,"DSA, Linux, Docker, Git, HTML/CSS",1,1,3,39.6,Software Engineer,9.64
Tier 2,6.78,2,2,1,"JavaScript, Linux, Java, React, Node.js",0,3,2,53.8,Software Engineer,7.88
Tier 2,7.99,0,1,0,"HTML/CSS, Excel",0,0,2,46.9,Web Developer,6.09
Tier 3,9.93,2,0,2,"Linux, Django",0,1,1,72.6,DevOps Engineer,10.39
Tier 2,4.0,1,0,1,"Deep Learning, Excel",1,0,1,38.4,Junior Developer,4.46
Tier 2,5.6,3,2,1,"JavaScript, PyTorch, React, Machine Learning",2,1,1,46.4,Web Developer,5.66
Tier 2,7.08,0,1,0,"PyTorch, SQL, HTML/CSS",1,0,2,60.6,Web Developer,13.32
Tier 2,7.42,0,5,2,"Linux, AWS, Docker, TensorFlow, Node.js",1,3,1,49.8,DevOps Engineer,15.89
Tier 3,6.75,0,5,1,"Python, DSA",1,1,0,57.2,Software Engineer,10.32
Tier 2,8.21,0,3,0,"Django, Java, DSA, Deep Learning",2,2,0,65.9,Data Scientist,23.16
Tier 2,6.66,1,1,1,React,0,1,0,48.1,Software Engineer,7.6
Tier 2,7.72,1,1,1,Node.js,0,1,0,49.3,Data Scientist,9.66
Tier 1,7.22,3,4,0,"AWS, Machine Learning, Git, DSA, Node.js",2,2,1,65.8,ML Engineer,15.72
Tier 2,8.5,2,4,0,SQL,0,0,1,59.0,Data Analyst,6.05
Tier 3,7.15,1,3,1,"React, Django, JavaScript, Java, SQL",0,3,2,47.5,Software Engineer,10.83
Tier 3,7.09,0,1,1,"Docker, HTML/CSS, SQL, Excel, React",0,2,3,55.0,Web Developer,8.69
Tier 3,6.14,1,2,1,"JavaScript, AWS, SQL",0,1,2,39.2,Web Developer,6.56
Tier 1,5.5,2,4,1,"Java, DSA, Linux, Django",1,2,1,40.0,Web Developer,5.96
Tier 2,6.26,0,2,0,"JavaScript, Deep Learning, PyTorch, AWS, React",2,2,1,49.1,Web Developer,9.68
Tier 3,6.03,0,3,4,"Java, Deep Learning, DSA, Excel, SQL",2,1,2,51.3,Software Engineer,10.14
Tier 3,5.9,1,0,2,"Java, PyTorch, Excel",1,1,1,46.4,Web Developer,6.27
Tier 3,6.62,0,2,0,"TensorFlow, Linux, DSA",2,0,1,61.0,ML Engineer,10.04
Tier 2,5.31,1,4,2,"Machine Learning, React, HTML/CSS",1,1,1,44.8,Junior Developer,4.45
Tier 2,6.29,1,0,2,"React, Django, Machine Learning",1,2,0,37.5,Software Engineer,10.38
Tier 3,7.06,1,0,0,TensorFlow,1,0,0,46.1,Data Scientist,10.87
Tier 2,7.89,1,3,1,"Java, Docker, Python, Deep Learning, HTML/CSS",1,3,1,63.5,Backend Developer,15.85
Tier 3,7.98,0,5,0,"SQL, React, Node.js, Django, Linux",0,3,2,47.1,Software Engineer,10.55
Tier 2,7.61,1,2,0,HTML/CSS,0,0,1,58.1,Web Developer,5.84
Tier 1,4.61,0,0,1,Linux,0,0,1,28.6,Junior Developer,2.0
Tier 2,7.03,2,3,1,"Java, JavaScript",0,1,1,43.7,Software Engineer,10.85
Tier 2,6.44,0,1,0,"AWS, Git, Node.js, Django, DSA",1,3,1,51.2,Software Engineer,9.56
Tier 2,7.72,0,5,0,"Node.js, HTML/CSS, Docker, Django, DSA",1,3,1,61.2,Software Engineer,16.34
Tier 1,6.88,1,3,0,Git,0,0,1,53.7,Software Engineer,6.67
Tier 3,7.12,1,1,0,"PyTorch, HTML/CSS",1,0,1,52.5,Web Developer,12.01
Tier 1,6.17,2,2,1,AWS,0,1,0,38.0,Software Engineer,8.73
Tier 2,8.12,1,4,1,"React, AWS",0,2,0,55.9,Software Engineer,10.42
Tier 3,6.09,0,0,1,"Django, AWS, Java",0,3,0,45.9,Software Engineer,6.07
Tier 3,6.75,1,0,0,"PyTorch, Machine Learning, AWS, Excel, TensorFlow",3,1,1,66.0,ML Engineer,10.5
Tier 2,7.37,1,0,1,"Excel, React",0,1,1,52.1,Software Engineer,8.87
Tier 1,7.5,2,2,0,JavaScript,0,0,1,53.7,Web Developer,6.09
Tier 2,6.78,1,1,3,"HTML/CSS, TensorFlow, SQL, Django",1,1,2,51.0,Web Developer,10.48
Tier 1,6.62,0,2,1,"Django, Linux, Machine Learning, Python",1,2,1,49.1,Software Engineer,10.19
Tier 3,4.91,0,3,3,"Node.js, Django, Linux",0,2,1,42.2,Junior Developer,3.61
Tier 2,8.59,1,3,0,"SQL, DSA, Django, Docker",1,2,1,61.4,Backend Developer,18.1
Tier 1,9.65,0,2,0,"SQL, Linux, TensorFlow, Machine Learning, AWS, Deep Learning",3,1,2,78.1,ML Engineer,31.27
Tier 3,7.77,3,1,1,Python,0,1,0,57.9,Data Scientist,8.79
Tier 1,7.99,2,0,0,"Git, Deep Learning, Machine Learning, Java, AWS",2,2,1,60.4,ML Engineer,15.75
Tier 2,7.21,0,0,0,"DSA, Python, TensorFlow, React, Linux",2,2,1,72.7,ML Engineer,15.99
Tier 3,7.41,3,1,0,Node.js,0,1,0,50.4,Data Scientist,9.47
Tier 2,6.57,1,3,3,"Python, Machine Learning, PyTorch",2,1,0,57.5,Data Scientist,10.33
Tier 2,6.9,1,0,0,"TensorFlow, React, HTML/CSS, JavaScript",1,1,2,59.1,Web Developer,10.27
Tier 2,5.69,1,3,2,"Machine Learning, Docker, Java, TensorFlow",2,2,0,49.1,Web Developer,6.12
Tier 2,5.97,0,1,0,PyTorch,1,0,0,44.8,Web Developer,5.91
Tier 2,7.36,0,1,2,"Docker, AWS, HTML/CSS, JavaScript",0,2,2,48.4,Web Developer,8.86
Tier 3,7.1,2,1,0,AWS,0,1,0,47.9,DevOps Engineer,8.89
Tier 1,5.9,0,0,1,"JavaScript, Django",0,1,1,39.9,Web Developer,4.29
Tier 2,8.24,0,2,0,"Excel, TensorFlow, Linux, Deep Learning, Git",2,0,3,56.0,Data Scientist,20.02
Tier 2,9.29,0,1,0,Docker,0,1,0,68.4,DevOps Engineer,10.72
Tier 3,7.21,1,2,1,"Machine Learning, Django, Python",1,2,0,57.3,Data Scientist,13.66
Tier 2,7.86,0,2,0,"Excel, AWS, SQL, React, TensorFlow",1,2,2,60.6,Data Analyst,12.83
Tier 1,7.52,0,3,0,"JavaScript, Python, HTML/CSS",0,1,2,47.9,Web Developer,10.12
Tier 2,7.68,2,5,1,"React, TensorFlow, Django, Java, Git",1,3,1,62.1,Software Engineer,16.61
Tier 2,7.05,0,2,0,"Git, Django",0,1,1,36.7,Data Scientist,9.32
Tier 1,4.71,0,0,0,"PyTorch, Python, HTML/CSS, Java",1,2,1,36.6,Junior Developer,4.92
Tier 2,7.48,0,0,1,React,0,1,0,52.4,Software Engineer,7.42
Tier 3,5.56,1,0,0,"Linux, HTML/CSS, Deep Learning, Node.js",1,1,2,38.0,Web Developer,6.02
Tier 2,8.85,0,3,0,"TensorFlow, SQL, AWS",1,1,1,61.1,Data Scientist,23.13
Tier 2,6.2,2,3,0,Django,0,1,0,36.5,Software Engineer,7.24
Tier 3,6.64,2,0,3,"Git, AWS",0,1,1,59.2,DevOps Engineer,6.13
Tier 2,6.37,4,0,0,"AWS, TensorFlow, Machine Learning",2,1,0,45.3,Software Engineer,10.31
Tier 2,6.43,1,3,1,React,0,1,0,37.1,Software Engineer,8.6
Tier 2,5.12,1,2,1,"Java, JavaScript, DSA, Git",1,1,2,52.8,Junior Developer,4.51
Tier 3,6.37,0,4,2,"Java, DSA, Django",1,2,0,49.9,Software Engineer,10.36
Tier 3,9.62,0,1,0,"Node.js, Python, JavaScript",0,2,1,64.6,Data Scientist,9.92
Tier 1,8.52,1,2,0,"SQL, Linux, React, Python, Java, Node.js",0,4,2,68.0,Software Engineer,9.7
Tier 2,8.04,3,3,2,"HTML/CSS, PyTorch, React, Django",1,2,1,65.6,Web Developer,14.99
Tier 1,8.91,2,2,0,Deep Learning,1,0,0,62.1,Data Scientist,24.15
Tier 2,7.91,2,0,1,"HTML/CSS, Git, Django, Linux, Java",0,2,3,51.4,Software Engineer,11.01
Tier 3,7.9,0,2,1,React,0,1,0,56.5,Software Engineer,8.55
Tier 2,6.73,0,2,0,"Docker, Node.js",0,2,0,38.5,DevOps Engineer,8.24
Tier 3,7.62,1,2,0,"JavaScript, PyTorch, Django, AWS",1,2,1,60.6,Web Developer,15.47
Tier 3,8.61,2,2,0,"Java, Node.js, Linux, React, DSA",1,3,1,61.3,Software Engineer,21.97
Tier 3,6.99,1,3,3,"DSA, Deep Learning",2,0,0,58.0,ML Engineer,9.95
Tier 3,5.57,0,2,1,TensorFlow,1,0,0,46.5,Web Developer,5.43
Tier 2,5.76,2,1,1,"Git, Machine Learning",1,0,1,44.1,Web Developer,6.02
Tier 2,5.91,0,2,1,"DSA, Machine Learning, Deep Learning, SQL",3,0,1,58.3,Web Developer,6.32
Tier 3,7.98,0,2,0,"AWS, HTML/CSS, Node.js, PyTorch",1,2,1,54.7,Web Developer,15.42
Tier 2,7.4,1,0,1,"Java, Git",0,1,1,52.6,Software Engineer,8.31
Tier 2,7.07,2,0,1,"Excel, PyTorch, SQL, Django, DSA",2,1,2,57.1,ML Engineer,16.02
Tier 3,10.0,1,2,0,"JavaScript, Machine Learning, DSA, Excel, Django, Node.js",2,2,2,79.9,Data Scientist,23.74
Tier 1,7.46,2,2,1,"JavaScript, Python",0,1,1,54.3,Junior Developer,8.67
Tier 2,5.29,3,2,2,"Node.js, Excel, Git, Python",0,2,2,32.5,Junior Developer,3.35
Tier 2,7.02,3,1,1,"TensorFlow, Deep Learning, PyTorch",3,0,0,65.3,ML Engineer,16.18
Tier 3,8.56,1,2,1,Git,0,0,1,54.5,Data Scientist,6.09
Tier 2,8.71,4,1,0,"Django, DSA",1,1,0,66.5,Software Engineer,22.07
Tier 2,6.67,0,0,1,SQL,0,0,1,55.5,Data Analyst,5.65
Tier 2,8.43,0,4,1,"Excel, AWS, JavaScript, Python, TensorFlow",1,2,2,61.8,Data Scientist,19.83
Tier 2,6.66,1,2,0,"Deep Learning, DSA, Java, JavaScript",2,1,1,57.3,ML Engineer,10.26
Tier 3,8.02,2,0,1,Machine Learning,1,0,0,57.0,Data Scientist,11.69
Tier 2,6.78,5,2,0,"JavaScript, Linux, HTML/CSS, Git",0,0,4,44.8,Web Developer,6.43
Tier 2,5.1,0,1,3,JavaScript,0,0,1,37.1,Junior Developer,2.0
Tier 1,9.47,3,1,0,Django,0,1,0,63.9,Data Scientist,10.12
Tier 3,6.2,1,0,2,"Git, Linux, SQL, DSA, JavaScript",1,0,4,43.5,Software Engineer,8.68
Tier 3,6.16,2,4,0,"SQL, Python, TensorFlow, Deep Learning",2,1,1,49.1,Data Analyst,10.2
Tier 1,8.25,2,2,1,"Git, Python, AWS",0,2,1,66.9,Data Scientist,10.53
Tier 2,8.4,2,4,0,HTML/CSS,0,0,1,57.6,Web Developer,6.52
Tier 3,6.96,1,0,1,"Django, Machine Learning, JavaScript, Java, Git",1,2,2,55.3,Software Engineer,10.2
Tier 2,4.17,1,4,0,"Machine Learning, Python, HTML/CSS",1,1,1,26.6,Junior Developer,4.28
Tier 1,7.92,1,2,0,"PyTorch, Machine Learning, AWS",2,1,0,60.2,ML Engineer,15.9
Tier 1,4.16,2,0,1,"PyTorch, DSA, Python, Java",2,2,0,36.1,Junior Developer,4.96
Tier 1,8.16,0,4,1,"SQL, Excel, Django, Node.js",0,2,2,60.8,Data Analyst,10.6
Tier 3,7.35,0,2,0,"HTML/CSS, Machine Learning, Excel",1,0,2,54.5,Data Scientist,12.5
Tier 3,7.08,2,1,0,"Excel, Machine Learning, Java, DSA",2,1,1,48.0,Data Scientist,15.52
Tier 1,7.13,1,1,1,"Machine Learning, AWS, Django, HTML/CSS",1,2,1,51.2,Data Scientist,15.79
Tier 1,8.55,1,0,1,"Node.js, Python, HTML/CSS, Machine Learning, AWS, JavaScript",1,3,2,72.8,Data Scientist,23.95
Tier 1,5.41,3,2,1,"Django, Deep Learning, SQL, Linux",1,1,2,39.4,Junior Developer,3.93
Tier 3,5.29,3,2,0,Java,0,1,0,36.8,Junior Developer,3.44
Tier 3,6.36,1,3,0,"Linux, React, Excel, JavaScript, Git",0,1,4,49.2,Web Developer,7.9
Tier 3,6.27,1,1,2,"PyTorch, Python",1,1,0,44.4,Software Engineer,8.57
Tier 2,6.78,4,0,1,"TensorFlow, Git, Deep Learning, Django",2,1,1,54.1,Data Scientist,9.66
Tier 3,8.0,1,1,0,"SQL, Django, React",0,2,1,57.6,Software Engineer,10.07
Tier 2,6.77,0,1,0,Machine Learning,1,0,0,58.4,Software Engineer,10.26
Tier 3,6.63,0,0,1,"Linux, SQL",0,0,2,38.7,Data Analyst,5.08
Tier 1,5.84,0,3,0,"AWS, TensorFlow, Linux, SQL",1,1,2,44.1,Web Developer,6.46
Tier 2,7.92,1,2,0,Excel,0,0,1,57.2,Data Analyst,6.81
Tier 2,6.74,0,2,1,"Deep Learning, PyTorch",2,0,0,53.2,Data Scientist,9.68
Tier 1,6.84,3,5,0,"Python, TensorFlow, React, Node.js",1,3,0,59.8,Software Engineer,10.19
Tier 3,6.35,1,1,1,Deep Learning,1,0,0,50.6,Software Engineer,9.25
Tier 2,6.45,1,1,2,"Django, Deep Learning",1,1,0,45.2,Software Engineer,10.04
Tier 3,6.57,0,0,1,"PyTorch, HTML/CSS",1,0,1,54.2,Web Developer,8.75
Tier 1,6.89,0,0,0,Excel,0,0,1,38.3,Data Analyst,6.41
Tier 1,7.68,0,2,1,"Machine Learning, Django, JavaScript, Python, AWS",1,3,1,54.2,Data Scientist,16.35
Tier 2,7.0,1,3,0,SQL,0,0,1,43.4,Data Analyst,6.18
Tier 1,5.97,0,0,1,JavaScript,0,0,1,38.2,Web Developer,3.52
Tier 1,6.09,3,2,3,Java,0,1,0,41.3,Software Engineer,7.99
Tier 2,6.52,1,2,1,"Git, HTML/CSS, JavaScript, Machine Learning",1,0,3,53.9,Web Developer,9.67
Tier 2,6.48,0,2,1,Excel,0,0,1,47.0,Data Analyst,5.9
Tier 1,7.91,2,0,0,"PyTorch, Django, JavaScript, HTML/CSS",1,1,2,53.8,Web Developer,15.14
Tier 1,6.46,2,1,2,"Machine Learning, PyTorch, Git, Linux, JavaScript",2,0,3,57.5,Web Developer,9.64
Tier 3,7.82,1,2,1,"Deep Learning, Node.js, React, Django",1,3,0,48.2,Data Scientist,16.05
Tier 2,7.53,2,1,2,"SQL, TensorFlow, Python",1,1,1,46.5,Data Scientist,14.6
Tier 2,7.26,1,3,0,"Python, Django, Machine Learning, TensorFlow",2,2,0,67.2,Data Scientist,16.29
Tier 2,8.04,1,0,0,"DSA, Deep Learning, JavaScript, SQL, Python, Node.js",2,2,2,63.5,ML Engineer,21.43
Tier 2,7.04,1,1,1,"Deep Learning, TensorFlow, Machine Learning, Linux, Excel",3,0,2,57.7,Data Scientist,16.09
Tier 3,7.03,4,0,0,"Java, HTML/CSS",0,1,1,49.3,Software Engineer,9.8
Tier 2,8.24,0,2,1,"Linux, SQL, Django, Java, HTML/CSS, React",0,3,3,62.0,Software Engineer,10.49
Tier 3,8.93,1,2,1,"Java, HTML/CSS, React, TensorFlow, SQL, Node.js",1,3,2,64.7,Software Engineer,20.75
Tier 2,7.78,0,4,2,"Docker, AWS",0,2,0,55.5,DevOps Engineer,10.28
Tier 2,6.93,0,0,0,"JavaScript, Linux, AWS, Git",0,1,3,47.8,DevOps Engineer,7.98
Tier 1,6.42,0,0,0,"TensorFlow, SQL, DSA, Git",2,0,2,54.0,Software Engineer,10.15
Tier 1,5.05,3,1,1,"Java, AWS, PyTorch, Node.js",1,3,0,31.4,Junior Developer,4.61
Tier 2,7.78,2,3,0,"Java, Machine Learning, Docker, Django, JavaScript",1,3,1,60.9,Backend Developer,15.26
Tier 3,6.83,2,0,1,"DSA, JavaScript, TensorFlow, Excel, Git",2,0,3,52.4,ML Engineer,10.33
Tier 2,8.71,0,1,0,"Machine Learning, DSA, Git, React",2,1,1,68.3,Data Scientist,23.21
Tier 2,7.61,0,2,0,"Python, HTML/CSS, Deep Learning",1,1,1,57.9,Data Scientist,15.29
Tier 1,8.19,1,4,0,"SQL, DSA",1,0,1,61.7,Software Engineer,20.53
Tier 1,5.93,2,1,3,SQL,0,0,1,44.9,Web Developer,4.26
Tier 2,7.98,2,2,0,"JavaScript, Git",0,0,2,54.3,Web Developer,6.38
Tier 3,6.89,0,3,1,"Deep Learning, Java",1,1,0,53.8,Software Engineer,10.0
Tier 1,9.37,0,5,0,"HTML/CSS, JavaScript, PyTorch",1,0,2,65.6,Web Developer,15.05
